source,author,headline,summary,URL,publication date
Huffington Post,"Sanjana Karanth, Dominique Mosbergen, and Nina Golgowski",9 Killed In Suspected ‘Xenophobic’ Shootings In Germany The suspect and his mother were also found dead at home after the shootings at two hookah bars in the western German city of Hanau.,"A gunman killed several people and left at least five others wounded in the German city of Hanau on Wednesday evening in what officials say was a xenophobic attack.  At least nine people were killed in shootings at two hookah bars in different parts of the southwestern German city near Frankfurt, according to regional public broadcaster Hessischer Rundfunk. Two more people, including the suspect, were later found dead at the suspect’s home, authorities said.  Peter Beuth, interior minister of the German state of Hesse, said Thursday that the second fatality was the suspect’s 72-year-old mother.",https://www.huffpost.com/entry/hanau-germany-attacks-shooting_n_5e4dda51c5b6db2590220e92,2/20/2020
Huffington Post,Jillian Mock,"Corporations Are Waking Up To The Climate Crisis, But It’s Not Enough","Corporations want to be the new climate saviors. The idea may seem contradictory, given that fossil fuel capitalism is largely responsible for driving the world toward this crisis. Yet in headline after headline, companies are trying to take on a more heroic role by announcing sweeping, ambitious climate plans.  As the consequences of the climate crisis are becoming clearer and the public is becoming more aware of them, there seems to have been a shift in the business world. Larry Fink, founder and chief executive of Wall Street giant BlackRock, wrote in his 2020 letter to industry CEOs: “Climate change has become a defining factor in companies’ long-term prospects. ... I believe we are on the edge of a fundamental reshaping of finance.” Fink’s concern about climate change reflects a broader awakening in the corporate community to the risks and opportunities posed by our warming world. More than 200 companies, including Apple and Coca-Cola, have now pledged to get all of their energy from renewables. Microsoft recently set out a plan to become carbon negative by 2030 and to remove from the atmosphere all the carbon the company has emitted since its founding by the year 2050. Oil giant BP announced plans to go net-zero by 2050, Amazon pledged to go carbon-neutral by 2040, and Goldman Sachs recently announced it would stop funding Arctic drilling.",https://www.huffpost.com/entry/corporations-climate-change-emissions-amazon-microsoft-bp_n_5e4d9581c5b6db259021c5d4,2/20/2020
Huffington Post,Emily Peck,Susan Fowler Perfectly Illustrates Why You Shouldn’t Silence Women The Uber whistleblower’s new book offers powerful evidence of what happens when a woman can speak openly about sexual harassment.,"Before Susan Fowler, then 25, took down the CEO of Uber with a blog post exposing the company’s toxic, sexist culture, she’d already overcome some daunting obstacles.  The daughter of an evangelical preacher, she grew up dirt poor in rural Arizona, Fowler writes in a new memoir, “Whistleblower.” She and her six siblings were homeschooled until their mother was forced to go back to work. Fowler then taught herself at night, with a curriculum she designed, while working at less-than-minimum-wage jobs during the day. She landed a full scholarship to Arizona State University and from there elbowed her way into a transfer to the Ivy League.   Yet there’s one obstacle that she hasn’t been able to get around, Fowler writes. And that’s sexism. Multiple incidents of humiliation, gaslighting and retaliation during her time in college and then at a series of Silicon Valley startups culminated with her “very strange year” at Uber. ",https://www.huffpost.com/entry/susan-fowler-uber-whistleblower-book_n_5e4eb22fc5b6f552b58079b9,2/20/2020
Huffington Post,Sanjana Karanth,"The 2020 Democratic Debate In Nevada Was The Most Watched In History NBC’s feisty debate in Las Vegas averaged more than 19.6 million television viewers and 13.5 million live streams, according to the network.","The ninth Democratic debate of the 2020 presidential election was the most watched in history, host NBC announced Thursday. The network’s debate ― which aired Wednesday from 6 to 8 p.m. local time from Las Vegas ― averaged more than 19.6 million television viewers, making it the most watched Democratic debate in history, according to NBC. That number includes 5.3 million viewers in the 25-54 age range, which NBC said also made Wednesday’s event the top-rated Democratic debate ever in that key demographic.  “NBC’s digital performance also exceeded any of the network’s major political live events since the 2016 election,” the network said in a press release. “The debate live stream generated 13.5 million live video streams and nearly 22 million video views across all platforms, including NBCNews.com, MSNBC.com, NBC News NOW on OTT devices, Facebook, Twitter and YouTube. The digital streams translate to an average audience of 417K viewers.” NBC said the network got the numbers from Nielsen Fast National Data.",https://www.huffpost.com/entry/2020-democratic-debate-nevada-most-watched-history_n_5e4eecd4c5b615cb7bdca53b,2/20/2020
Huffington Post,Marina fang,"Michael Bloomberg Said NDAs Are ‘For Everybody’s Interests.’ He’s Dead Wrong. In a disastrous exchange during his Democratic debate debut, the former New York City mayor defended his use of nondisclosure agreements.","Wednesday night’s debate was, by and large, a trainwreck for former New York City Mayor Michael Bloomberg, with his 2020 Democratic presidential opponents leaving no stone unturned in launching attacks at him — taking turns highlighting everything from his racist policies as mayor to his recent transphobic comments to his alleged history of sexism and misogyny at his media company. Central to the latter is Bloomberg and his company’s use of nondisclosure agreements to silence women who made sexual harassment and gender discrimination claims, the subject of one of the night’s most fiery exchanges. When Sen. Elizabeth Warren (D-Mass.) asked if Bloomberg would release the women from the NDAs, the former mayor repeatedly hemmed and hawed before ultimately declining to do so. Along the way, he defended the use of nondisclosure agreements by implying they were mutually beneficial.",https://www.huffpost.com/entry/michael-bloomberg-democratic-debate-ndas_n_5e4ea124c5b6cf3dcfbc1a94,2/20/2020
Huffington Post,Hayley Miller,‘Media Malpractice:’ Las Vegas Mass Shooting Largely Ignored During Democratic Debate Moderators didn’t ask a single question about guns during a debate in the city where 58 people were killed in the deadliest mass shooting in U.S. history.,"Moderators for the Democratic debate in Las Vegas on Wednesday failed to ask a single question about gun violence, despite the event’s proximity to the deadliest mass shooting in modern U.S. history. The debate, hosted by NBC News, MSNBC and The Nevada Independent, ran two hours and covered a spate of topics, including climate change, health care, and Sen. Amy Klobuchar’s (D-Minn.) now-infamous Mexico flub. But the issue of gun safety went noticeably unaddressed by the moderators as the debate, held in the strip’s Paris Theater, unfolded less than four miles from the site of the 2017 Route 91 Harvest music festival massacre. Some 58 people were killed and more than 400 others injured when a gunman opened fire on the country music festival from across the street in a hotel room at the Mandalay Bay Resort & Casino. Police never determined the shooter’s motive.",https://www.huffpost.com/entry/las-vegas-democratic-debate-gun-violence_n_5e4eb744c5b6df1e8be3fbe5,2/20/2020
Huffington Post,Juliet james,"This Is What Life Is Really Like When You Weigh Over 400 Pounds “I’ve spent almost three decades hearing I am a ticking time bomb and that I’d be dead by 30 and I am deeply, profoundly tired of it.”","I am an “infinifat” person. I prefer this term than the medically meaningless, and offensive, “morbidly obese” most would use to describe my body. At almost 44, I have spent nearly three decades weighing over 300 pounds. My lowest adult weight was 325 pounds in June of 2000. It took extreme food restriction, plus a lot of walking (I lived in New York City) to get me to that number (from a starting point of 380 pounds roughly 18 months earlier). There was also a lot of weight cycling (AKA yo-yo dieting) during that time. My behaviors were far from healthy, despite my weight loss being lauded (by the people who even noticed it) as evidence that I was working to be healthier. Ha! Not so much. I was working to be thin, and if you don’t think there’s a difference, you are deeply mistaken. Thinness at any cost will not make a person healthy, but that’s exactly what society wants from fat people.  In the nine months that followed that one-off sighting of 325 on my scale, I gained 75 pounds back. I am currently at 445 pounds.",https://www.huffpost.com/entry/infinifat-fat-life-over-400-pounds-fatphobia_n_5e4ad05bc5b64ba297534c7c,2/20/2020
The New York Times,"Adam Goldman, Julian E. Barnes, Maggie Haberman and Nicholas Fandos","Russia Backs Trump’s Re-election, and He Fears Democrats Will Exploit Its Support"," A classified briefing to lawmakers angered the president, who complained that Democrats would “weaponize” the disclosure.",https://www.nytimes.com/2020/02/20/us/politics/russian-interference-trump-democrats.html?action=click&module=Top%20Stories&pgtype=Homepage,2/20/2020
The New York Times,Sharon LaFraniere,Roger Stone Is Sentenced to Over 3 Years in Prison,The sentencing played out amid extraordinary upheaval at the Justice Department and a virtual standoff between the president and the attorney general.,https://www.nytimes.com/2020/02/20/us/roger-stone-40-months-sentencing-verdict.html?action=click&module=Top%20Stories&pgtype=Homepage,2/20/2020
The New York Times,Jeremy W Peters,"After Rough Debate, Bloomberg Repeats Attack on Sanders",Michael R. Bloomberg tried to move past his poor performance on the debate stage by intensifying his attacks on the Democratic front-runner at a campaign event in Utah.,https://www.nytimes.com/2020/02/20/us/politics/nevada-debate-democrats.html?action=click&module=Top%20Stories&pgtype=Homepage,2/20/2020
The New York Times,,Coronavirus Live Updates: Clusters in Japan May Hint at How Virus Spreads,"Two passengers from a quarantined cruise ship have died, and some experts in China are asking whether its government’s containment efforts have gone too far.  Right NowThe first clinical trials are beginning on possible drug therapies for the new coronavirus.",https://www.nytimes.com/2020/02/20/world/asia/china-coronavirus.html?action=click&module=Top%20Stories&pgtype=Homepage,2/20/2020
The New York Times,"
Karen Weise and Michael Corkery",Clicking Buy on Amazon? It’s Trying to Prevent a Coronavirus Caveat,"The Everything Store, which stocks more than 100 million items, is working to avoid disruptions in its supply chain.",https://www.nytimes.com/2020/02/20/business/amazon-coronavirus-supplies.html?action=click&module=Top%20Stories&pgtype=Homepage,2/20/2020
The New York Times,"Michael J. de la Merced, Kate Kelly and Emily Flitter","Morgan Stanley to Buy E-Trade, Linking Wall Street and Main Street",The $13 billion deal will give a powerful Wall Street firm control of a major presence in the world of online brokerages.,https://www.nytimes.com/2020/02/20/business/morgan-stanley-etrade.html?action=click&module=Top%20Stories&pgtype=Homepage,2/20/2020
The New York Times,"
Jack Ewing and Melissa Eddy",Far-Right Shooting Shatters an Already Fragile Sense of Security in Germany,The attack showed that no part of the country is immune to the potential for violence fueled by anti-immigrant hatred.,https://www.nytimes.com/2020/02/20/world/europe/germany-hanau-shisha-bar-shooting.html?action=click&module=News&pgtype=Homepage,2/20/2020
The New York Times,Simon Romero and Graham Lee Brewer,Oklahoma’s Tribes Unite Against a Common Foe: Their Cherokee Governor,Kevin Stitt’s demands for more money from Native American casinos have sparked a bitter feud with economically powerful tribes — including his own.,https://www.nytimes.com/2020/02/20/us/kevin-stitt-tribal-nations-oklahoma-casinos.html?action=click&module=News&pgtype=Homepage,2/20/2020
The New York Times, Yi-Zheng Lian,Why Did the Coronavirus Outbreak Start in China?,"The new coronavirus disease has a name now: COVID-19. That took a while. The virus’s genome was sequenced within two weeks or so of its appearance, but for many weeks more, we didn’t know what to call it or the disease it causes.  For a time, in some quarters, the disease went by “Wuhan pneumonia,” after the city in central China where the first human infections were detected. But guidelines from the World Health Organization, which christened COVID-19 recently, discourage naming diseases after locations or people, among other things, to avoid “unintended negative impacts by stigmatizing certain communities.”",https://www.nytimes.com/2020/02/20/opinion/coronavirus-china-cause.html?action=click&module=Opinion&pgtype=Homepage,2/20/2020
The New York Times,Peter Baker,"Trump Renews Attack on Justice System, Raising Pressure on William Barr","In lashing out at the prosecution of his adviser Roger Stone, the president once again disregarded the attorney general’s pleas to stop publicly commenting on individual cases involving his friends.",https://www.nytimes.com/2020/02/20/us/politics/trump-attacks-justice-system.html?action=click&module=Top%20Stories&pgtype=Homepage,2/20/2020
The Verge,Sam Byford,Samsung blasts Galaxy phones worldwide with weird ‘1’ notification,"In what appears to be a curious accident, Galaxy phone users worldwide have received a mysterious notification from Samsung’s Find My Mobile app. The alert, which several users reported, simply reads “1” with another “1” below it. A few hours after the incident, Samsung said that the messages were unintentionally sent during an internal test.  Our own executive editor Dieter Bohn received the notification on his Galaxy Z Flip, which he is in the process of testing for review. Tapping the alert seemingly does nothing beyond closing the notification shade.",https://www.theverge.com/2020/2/20/21145130/samsung-find-my-mobile-app-1-notification-galaxy,2/20/2020
The Verge,Natt Garun,Flywheel owners found out that their bikes were bricked through Peloton,"Every morning at 4:30AM, Shani Maxwell would throw on her Flywheel T-shirt and hop on her Fly Anywhere bike. An avid fan who’s been riding with Flywheel since 2013, she’d leapt at the chance to own the company’s branded bike when the company released its Peloton competitor in 2017.  “I was doing five classes a week,” Maxwell says. “With the bike, I started my day riding, then doubled up with a [strength training class] in the afternoon.” On the weekends, she also goes into the studio for a live class with friends who she met from the Flywheel studios in Miami. “It was truly a community. So it came as a surprise when she received an email from Peloton, not Flywheel, informing her that her $1,999 bike would no longer function by the end of next month. Flywheel settled a patent dispute with Peloton earlier in February and decided after the lawsuit to discontinue the at-home bike product.",https://www.theverge.com/2020/2/20/21145349/flywheel-bike-shut-down-email-user-reactions-peloton-trade-in,2/20/2020
The Verge,Adi Robertson,Five lessons from the Justice Department’s big debate over Section 230,"Section 230 of the Communications Decency Act is widely criticized, widely praised, and widely misunderstood. The policy allows basically every major website — from YouTube to Wikipedia — to exist in its current form. Depending on who you ask, this is either a wonderful development or a complete disaster. That’s made Section 230 a fixture of recent internet policy debates, particularly at the US Department of Justice, where there is a growing interest in changing the law.",https://www.theverge.com/2020/2/19/21144223/justice-department-section-230-debate-liability-doj,2/20/2020
The Verge,Makena Kelly,"Bloomberg debate video would violate Twitter’s deepfake policy, but not Facebook’s.  What's a joke and what's manipulation","As platforms prepare for the upcoming 2020 election season, Twitter and Facebook are divided on whether a video posted by the Mike Bloomberg presidential campaign would violate their policies on manipulated media.   On Thursday, Bloomberg’s 2020 presidential campaign posted a video to Twitter that was edited to make it appear as though there was a long, embarrassing silence from Bloomberg’s Democratic opponents after he mentioned that he was the only candidate to have ever started a business during Wednesday night’s debate. Candidates like Sens. Bernie Sanders (I-VT), Elizabeth Warren (D-MA), and former South Bend, Indiana mayor Pete Buttigieg are shown searching for the words to respond to Bloomberg’s challenge.",https://www.theverge.com/2020/2/20/21146227/facebook-twitter-bloomberg-debate-video-manipulated-deepfake,2/20/2020
The Verge,Russell Brandom,"Russia is meddling in 2020 campaign to help Trump, intelligence officials say","Russia is already interfering in the 2020 campaign to help President Donald Trump toward reelection, according to a briefing given to the bipartisan House Intelligence Committee last week. The briefing, as reported in paired articles from The Washington Post and The New York Times, suggests many of the same tactics used in 2016 could be employed in the months to come, including troll campaigns and targeted hacking attempts.  The day after the briefing was given, President Trump abruptly replaced his acting Director of National Intelligence Joseph Maguire, in what the Post describes as a direct response to the briefing. The Post is less clear on the contents of the briefing, but the Times reports from five different sources that the briefing primarily concerned active Russian threats to election security.",https://www.theverge.com/2020/2/20/21146191/russia-election-meddling-2020-hack-trump-intelligence,2/20/2020
The Verge,Elizabeth Lopatto ,Susan Fowler blew the whistle on sexism at Uber — and hasn’t written a line of code since,"Susan Fowler wrote her last real line of code at Uber. It’s not that she hasn’t tried since she left the company in 2016; there was a Coursera course she’d tried to take, just to learn something new. It’s just that she got so anxious she couldn’t even finish a simple program.  Do you miss it? Coding?  “I don’t miss it because I associate it with so many of my negative experiences,” Fowler says. She read Gretchen Carlson’s book, Be Fierce: Stop Harassment and Take Your Power Back, and one thing stuck out to her: women who speak up about harassment in a profession never work in that profession again.  In her case, it’s also true. Fowler is no longer a software engineer. ",https://www.theverge.com/2020/2/19/21142081/susan-fowler-uber-whistleblower-interview-silicon-valley-discrimination-harassment,2/20/2020
The Verge,Jay Peters,Facebook will now pay you for your voice recordings But it won’t pay much,"Facebook will offer to pay some users for voice recordings that will be used to help improve its speech recognition technology, the company announced Thursday. The move comes after Facebook — as well as Amazon, Apple, Google, and Microsoft — was caught listening to and transcribing voice recordings to improve speech recognition systems without informing customers it was doing so. Facebook will let you make voice recordings as part of a new program called “Pronunciations” in its Viewpoints market research app. If you qualify to be part of the program, Facebook says you’ll be able to record the phrase “Hey Portal” followed by the first name of a friend from your friends list. You’ll be able to do this with the names of up to 10 friends, and you have to record each statement twice. Facebook won’t be paying much for your recordings, though. If you complete one set of recordings, you get 200 points in the Viewpoints app — and you can’t cash out in the Viewpoints app until you earn at least 1,000 points. That only translates to a $5 reward via PayPal. However, Facebook says users may be offered the opportunity to make up to five sets of recordings, so there is the potential to meet that 1,000-point goal and get paid.",https://www.theverge.com/2020/2/20/21145584/facebook-pay-record-voice-speech-recognition-viewpoints-proununciations-app,2/20/2020
The Verge,Nicole Wetsman,"Some African countries at risk for the new coronavirus aren’t prepared Egypt, Algeria, and South Africa are most likely to import the virus, a new model shows","A handful of countries in Africa are at a high risk of importing the new coronavirus because of the volume of air traffic between those countries and China, a new model shows. But some aren’t well-prepared to deal with infections if they arrive.  Right now, Africa only has one confirmed case of COVID-19, the disease caused by the new coronavirus, after a person in Egypt tested positive for the virus last week. But global public health experts have been concerned about the potential for a wider spread in African countries.  “Our greatest concern is about the potential for spread in countries with weaker health systems,” Tedros Adhanom, director-general of the World Health Organization (WHO), said in a press conference at the start of February. If the virus arrives in a country already strained by other diseases — for example, Congo, which is still fighting an Ebola outbreak — it will be even harder to control.",https://www.theverge.com/2020/2/20/21145378/coronavirus-africa-egypt-algeria-nigeria-travel-vulnerability,2/20/2020
The Verge,Justine Calma,How Elizabeth Warren answered a hard question about lithium-ion batteries Nevada holds the largest lithium reserve in the US,"The controversial sourcing of lithium-ion batteries briefly took center stage at the Democratic presidential debate in Las Vegas, Nevada, on Wednesday night in a question directed at Sen. Elizabeth Warren (D-MA).   “The tension here in this state is between people who want renewable energy and people who want conservation on public lands,” said moderator Jon Ralston. He pointed out that Warren had pledged to sign an executive order to stop drilling on public lands on her first day in office. “You’ve got to have lithium, you’ve got to have copper for renewable energy. How do you do that?” he asked Warren.  Nevada has a huge reserve of lithium on public land Switching to electric-powered vehicles and solar energy will be a big piece of the puzzle when it comes to the US weaning itself off planet-heating fossil fuels. That technology requires lithium-ion batteries, and Nevada has a huge reserve of lithium on public land.",https://www.theverge.com/2020/2/20/21145418/elizabeth-warren-lithium-ion-batteries-democratic-debate-nevada-thacker-pass,2/20/2020
The Verge,Kim Lyons,Google AI tool will no longer use gendered labels like ‘woman’ or ‘man’ in photos of people Google’s Cloud Vision API will tag images as ‘person’ to thwart bias,"An artificial intelligence tool Google provides to developers won’t add gender labels to images anymore, saying a person’s gender can’t be determined just by how they look in a photo, Business Insider reports. The company emailed developers today about the change to its widely used Cloud Vision API tool, which uses AI to analyze images and identify faces, landmarks, explicit content, and other recognizable features. Instead of using “man” or “woman” to identify images, Google will tag such images with labels like “person,” as part of its larger effort to avoid instilling AI algorithms with human bias. “a person’s gender cannot be inferred by appearance” In the email to developers announcing the change, Google cited its own AI guidelines, Business Insider reports. “Given that a person’s gender cannot be inferred by appearance, we have decided to remove these labels in order to align with the Artificial Intelligence Principles at Google, specifically Principle #2: Avoid creating or reinforcing unfair bias.” ",https://www.theverge.com/2020/2/20/21145356/google-ai-images-gender-bias-labels-people,2/20/2020
